center	Human
16563	0
16564	0
16565	0
16566	0
16567	0
16568	0
16569	0
16570	0
16571	0
16572	0
16573	0
16574	0
16575	0
16576	0
16577	0
16578	0
16579	0
16580	0
16581	0
16582	0.303
16583	0.606
16584	0.606
16585	0.91
16586	1.213
16587	1.213
16588	1.213
16589	1.213
16590	1.516
16591	1.213
16592	1.213
16593	0.91
16594	0.606
16595	1.516
16596	1.819
16597	1.819
16598	1.819
16599	1.516
16600	1.213
16601	1.213
16602	2.122
16603	1.213
16604	0.91
16605	0.91
16606	0.91
16607	0.91
16608	0.91
16609	0.91
16610	0
16611	0
16612	0
16613	0
16614	0
16615	0
16616	0
16617	0
16618	0
16619	0
16620	0
16621	0
16622	0
16623	0
16624	0
16625	0
16626	0
16627	0
16628	0
16629	0
16630	0
16631	0
16632	0
16633	0
16634	0
16635	0
16636	0
16637	0
16638	0.303
16639	0.303
16640	0.303
16641	0.303
16642	0.606
16643	0.606
16644	0.606
16645	0.606
16646	0.303
16647	0.303
16648	0.303
16649	0.303
16650	0
16651	0.303
16652	0.303
16653	0.303
16654	0.303
16655	0.303
16656	0.303
16657	0.303
16658	0.303
16659	0
16660	0
16661	0
16662	0
16663	0
16664	0
16665	0.303
16666	0.303
16667	0.303
16668	0.303
16669	0.303
16670	0.303
16671	0.303
16672	0.606
16673	0.303
16674	0.303
16675	0.303
16676	0.303
16677	0.303
16678	0.303
16679	0.303
16680	0
16681	0
16682	0
16683	0
16684	0
16685	0
16686	0
16687	0
16688	0
16689	0
16690	0
16691	0
16692	0
16693	0.303
16694	0.303
16695	0.303
16696	0.606
16697	0.606
16698	0.606
16699	1.213
16700	1.516
16701	1.213
16702	1.213
16703	1.213
16704	1.213
16705	1.213
16706	1.516
16707	1.516
16708	0.91
16709	0.91
16710	0.91
16711	0.91
16712	0.606
16713	0.606
16714	0.606
16715	0
16716	0
16717	0
16718	0
16719	0
16720	0
16721	0
16722	0
16723	0
16724	0
16725	0
16726	0
16727	0
16728	0
16729	0
16730	0
16731	0
16732	0.303
16733	0.303
16734	0.303
16735	0.606
16736	0.303
16737	1.213
16738	1.213
16739	1.213
16740	1.213
16741	1.213
16742	1.213
16743	0.91
16744	0.91
16745	0
16746	0
16747	0
16748	0
16749	0
16750	0
16751	0
16752	0
16753	0
16754	0
16755	0
16756	0
16757	0
16758	0
16759	0
16760	0
16761	0
16762	0.303
16763	0.303
16764	0.303
16765	0.606
16766	0.606
16767	0.606
16768	0.606
16769	0.91
16770	0.91
16771	0.91
16772	0.606
16773	0.303
16774	0.303
16775	0.303
16776	0.303
16777	0
16778	0
16779	0
16780	0
16781	0
16782	0
16783	0
16784	0
16785	0
16786	0
16787	0.303
16788	0.303
16789	0.303
16790	0.303
16791	0.303
16792	0.606
16793	0.606
16794	0.606
16795	0.303
16796	0.303
16797	0.303
16798	0.303
16799	0.303
16800	0
16801	0
16802	0
16803	0
16804	0
16805	0
16806	0
16807	0
16808	0
16809	0
16810	0
16811	0
16812	0
16813	0
16814	0
16815	0
16816	0
16817	0
16818	0
16819	0
16820	0
16821	0
16822	0
16823	0
16824	0
16825	0
16826	0
16827	0
16828	0
16829	0
16830	0
16831	0.303
16832	0.303
16833	0.303
16834	0.606
16835	0.606
16836	0.606
16837	0.606
16838	0.606
16839	0.303
16840	0.606
16841	0.606
16842	0.303
16843	0.303
16844	0.303
16845	0.303
16846	0.303
16847	0.303
16848	0
16849	0
16850	0
16851	0
16852	0
16853	0
16854	0.303
16855	0.303
16856	0.303
16857	0.303
16858	0.303
16859	0.303
16860	0.303
16861	0.303
16862	0.303
16863	0
16864	0
16865	0
16866	0
16867	0
16868	0
16869	0
16870	0
16871	0
16872	0
16873	0
16874	0
16875	0
16876	0
16877	0
16878	0
16879	0
16880	0
16881	0
16882	0
16883	0
16884	0
16885	0
16886	0
16887	0
16888	0
16889	0
16890	0
16891	0
16892	0
16893	0
16894	0
16895	0
16896	0
16897	0
16898	0
16899	0
16900	0
16901	0
16902	0
16903	0
16904	0
16905	0
16906	0
16907	0
16908	0
16909	0
16910	0
16911	0
16912	0
16913	0
16914	0
16915	0
16916	0
16917	0
16918	0
16919	0
16920	0
16921	0
16922	0
16923	0
16924	0
16925	0
16926	0.303
16927	0.303
16928	0.303
16929	0.303
16930	0.303
16931	0.303
16932	0.303
16933	0.303
16934	0
16935	0.303
16936	0.303
16937	0.303
16938	0.303
16939	0.606
16940	1.213
16941	1.213
16942	1.516
16943	1.213
16944	1.516
16945	1.516
16946	1.516
16947	1.213
16948	0.91
16949	0.606
16950	0.303
16951	0.606
16952	0.303
16953	0.303
16954	0.606
16955	0.91
16956	0.91
16957	1.213
16958	1.213
16959	1.516
16960	1.516
16961	1.516
16962	1.516
16963	1.213
16964	0.91
16965	0.606
16966	1.213
16967	1.213
16968	0.606
16969	0.606
16970	0.606
16971	0.606
16972	0.91
16973	0.91
16974	0.303
16975	0.303
16976	0.303
16977	0.303
16978	0.303
16979	0.303
16980	0
16981	0
16982	0
16983	0
16984	0
16985	0
16986	0
16987	0
16988	0.303
16989	0.303
16990	0.303
16991	0.606
16992	0.606
16993	0.606
16994	0.606
16995	0.606
16996	0.303
16997	0.303
16998	0.606
16999	0.303
17000	0.303
17001	0.303
17002	0.303
17003	0.303
17004	0.303
17005	0.303
17006	0.303
17007	0
17008	0
17009	0
17010	0
17011	0
17012	0
17013	0
17014	0
17015	0
17016	0
17017	0
17018	0
17019	0
17020	0
17021	0
17022	0
17023	0
17024	0
17025	0
17026	0
17027	0
17028	0
17029	0
17030	0
17031	0
17032	0
17033	0
17034	0
17035	0
17036	0
17037	0
17038	0
17039	0
17040	0
17041	0
17042	0
17043	0
17044	0
17045	0
17046	0
17047	0
17048	0
17049	0
17050	0
17051	0
17052	0
17053	0
17054	0
17055	0
17056	0
17057	0
17058	0
17059	0
17060	0
17061	0
17062	0
17063	0
17064	0
17065	0
17066	0
17067	0
17068	0
17069	0
17070	0
17071	0
17072	0
17073	0
17074	0
17075	0
17076	0
17077	0
17078	0
17079	0
17080	0
17081	0
17082	0
17083	0
17084	0
17085	0
17086	0
17087	0
17088	0
17089	0
17090	0
17091	0
17092	0
17093	0
17094	0.303
17095	0.303
17096	0.303
17097	0.303
17098	0.303
17099	0.303
17100	0.303
17101	0.303
17102	0
17103	0
17104	0
17105	0
17106	0
17107	0
17108	0
17109	0
17110	0
17111	0
17112	0
17113	0
17114	0
17115	0
17116	0
17117	0
17118	0
17119	0
17120	0
17121	0
17122	0.303
17123	0.606
17124	0.606
17125	1.213
17126	1.213
17127	2.425
17128	2.425
17129	2.729
17130	3.032
17131	3.638
17132	3.638
17133	3.638
17134	3.638
17135	3.335
17136	2.425
17137	2.425
17138	2.122
17139	2.122
17140	1.819
17141	1.819
17142	1.516
17143	1.819
17144	1.516
17145	0.91
17146	0.91
17147	0.303
17148	0.303
17149	0.303
17150	0.303
17151	0
17152	0
17153	0
17154	0.303
17155	0.303
17156	0.606
17157	0.606
17158	0.606
17159	0.606
17160	0.606
17161	0.606
17162	0.303
17163	0.303
17164	0
17165	0
17166	0
17167	0
17168	0
17169	0
17170	0
17171	0
17172	0
17173	0
17174	0
17175	0
17176	0
17177	0
17178	0
17179	0
17180	0
17181	0
17182	0
17183	0
17184	0
17185	0
17186	0
17187	0
17188	0
17189	0
17190	0.303
17191	0.303
17192	0.303
17193	0.606
17194	0.606
17195	0.91
17196	1.213
17197	1.213
17198	0.91
17199	0.91
17200	1.213
17201	0.91
17202	0.91
17203	0.606
17204	0.606
17205	0.606
17206	0.303
17207	0.606
17208	0.303
17209	0.303
17210	0.606
17211	0.606
17212	0.606
17213	0.606
17214	0.606
17215	0.303
17216	0.606
17217	0.91
17218	0.91
17219	0.91
17220	0.606
17221	0.606
17222	0.606
17223	0.91
17224	0.606
17225	0.303
17226	0.303
17227	0.606
17228	0.606
17229	0.91
17230	0.91
17231	0.606
17232	0.606
17233	0.606
17234	0.606
17235	0.303
17236	0.606
17237	0.606
17238	0.303
17239	0.303
17240	0.303
17241	0.303
17242	0.303
17243	0.303
17244	0.303
17245	0
17246	0
17247	0
17248	0.303
17249	0.303
17250	0.91
17251	0.91
17252	0.606
17253	0.606
17254	0.606
17255	0.91
17256	0.91
17257	0.91
17258	0.303
17259	0.606
17260	0.606
17261	0.606
17262	0.91
17263	0.91
17264	0.91
17265	0.606
17266	0.606
17267	0.606
17268	0.303
17269	0.303
17270	0.303
17271	0.303
17272	0.606
17273	0.606
17274	0.91
17275	0.91
17276	0.606
17277	0.606
17278	0.606
17279	0.606
17280	0.606
17281	0.303
17282	0.606
17283	0.606
17284	0.606
17285	0.606
17286	0.606
17287	0.606
17288	0.606
17289	0.606
17290	0
17291	0
17292	0
17293	0
17294	0
17295	0
17296	0
17297	0
17298	0.303
17299	0.303
17300	0.303
17301	0.303
17302	0.303
17303	0.303
17304	0.303
17305	0.303
17306	0
17307	0
17308	0
17309	0
17310	0
17311	0
17312	0
17313	0
17314	0
17315	0
17316	0
17317	0
17318	0
17319	0
17320	0
17321	0
17322	0
17323	0
17324	0
17325	0
17326	0
17327	0
17328	0
17329	0
17330	0
17331	0
17332	0
17333	0
17334	0
17335	0
17336	0
17337	0
17338	0
17339	0
17340	0
17341	0
17342	0
17343	0
17344	0
17345	0
17346	0
17347	0
17348	0
17349	0
17350	0
17351	0
17352	0
17353	0
17354	0
17355	0
17356	0
17357	0
17358	0
17359	0
17360	0
17361	0
17362	0
17363	0
17364	0
17365	0
17366	0
17367	0
17368	0
17369	0
17370	0
17371	0
17372	0
17373	0
17374	0
17375	0
17376	0
17377	0
17378	0
17379	0
17380	0
17381	0
17382	0
17383	0
17384	0
17385	0
17386	0
17387	0
17388	0
17389	0
17390	0
17391	0
17392	0
17393	0
17394	0
17395	0
17396	0
17397	0
17398	0.303
17399	0.303
17400	0.303
17401	0.303
17402	0.303
17403	0.303
17404	0.303
17405	0.303
17406	0
17407	0
17408	0
17409	0
17410	0
17411	0.303
17412	0.303
17413	0.303
17414	0.606
17415	0.606
17416	0.606
17417	0.606
17418	0.606
17419	0.606
17420	0.606
17421	0.91
17422	0.91
17423	0.606
17424	1.516
17425	1.819
17426	2.122
17427	2.122
17428	2.425
17429	2.122
17430	2.122
17431	2.122
17432	1.213
17433	0.91
17434	0.606
17435	0.606
17436	0
17437	0.303
17438	0.606
17439	0.606
17440	0.606
17441	0.606
17442	0.606
17443	0.606
17444	0.91
17445	0.91
17446	0.303
17447	0.303
17448	0.303
17449	0.303
17450	0.91
17451	0.91
17452	0.606
17453	0.606
17454	0.91
17455	0.91
17456	0.91
17457	0.91
17458	0.303
17459	0.303
17460	0.303
17461	0.303
17462	0
17463	0
17464	0
17465	0
17466	0
17467	0
17468	0
17469	0
17470	0
17471	0
17472	0
17473	0
17474	0
17475	0
17476	0
17477	0
17478	0
17479	0
17480	0
17481	0
17482	0
17483	0
17484	0
17485	0
17486	0
17487	0
17488	0
17489	0
17490	0
17491	0
17492	0
17493	0
17494	0
17495	0
17496	0
17497	0
17498	0
17499	0.303
17500	0.303
17501	0.303
17502	0.303
17503	0.303
17504	0.303
17505	0.303
17506	0.303
17507	0
17508	0
17509	0
17510	0
17511	0
17512	0
17513	0
17514	0
17515	0
17516	0
17517	0
17518	0
17519	0.303
17520	0.303
17521	0.303
17522	0.303
17523	0.303
17524	0.303
17525	0.606
17526	0.606
17527	0.303
17528	0.303
17529	0.303
17530	0.303
17531	0.303
17532	0.606
17533	1.819
17534	1.516
17535	1.516
17536	1.819
17537	1.819
17538	2.122
17539	2.122
17540	2.122
17541	0.91
17542	0.606
17543	0.606
17544	0.303
17545	0.606
17546	0.303
17547	0.303
17548	0.303
17549	0.303
17550	0.303
17551	0.303
17552	0.303
17553	0.303
17554	0.303
17555	0.303
17556	0.303
17557	0.303
17558	0.303
17559	0.303
17560	0.303
17561	0
17562	0
17563	0
17564	0
17565	0
17566	0
17567	0
17568	0.303
17569	0.303
17570	0.303
17571	0.303
17572	0.303
17573	0.303
17574	0.303
17575	0.303
17576	0
17577	0
17578	0.303
17579	0.303
17580	0.303
17581	0.606
17582	0.606
17583	0.606
17584	0.606
17585	0.91
17586	0.606
17587	0.606
17588	0.606
17589	0.303
17590	0
17591	0
17592	0.303
17593	0.303
17594	0.303
17595	0.606
17596	0.606
17597	0.606
17598	0.606
17599	0.606
17600	0.606
17601	0.606
17602	0.303
17603	0
17604	0
17605	0.303
17606	0.303
17607	0.606
17608	0.606
17609	0.606
17610	0.606
17611	0.606
17612	0.303
17613	0.303
17614	0.606
17615	0.606
17616	0.606
17617	0.91
17618	1.213
17619	1.213
17620	1.213
17621	1.213
17622	0.91
17623	0.91
17624	0.606
17625	0.303
17626	0.303
17627	0.303
17628	0
17629	0
17630	0
17631	0
17632	0
17633	0
17634	0
17635	0.303
17636	0.303
17637	0.303
17638	0.303
17639	0.303
17640	0.303
17641	0.303
17642	0.303
17643	0.303
17644	0
17645	0
17646	0
17647	0
17648	0
17649	0
17650	0
17651	0
17652	0
17653	0
17654	0.303
17655	0.303
17656	0.303
17657	0.303
17658	0.303
17659	0.303
17660	0.303
17661	0.303
17662	0
17663	0
17664	0
17665	0
17666	0
17667	0
17668	0
17669	0
17670	0
17671	0
17672	0
17673	0
17674	0
17675	0
17676	0
17677	0
17678	0
17679	0
17680	0
17681	0.303
17682	0.606
17683	0.606
17684	0.606
17685	1.516
17686	1.819
17687	2.122
17688	2.425
17689	3.032
17690	2.729
17691	2.425
17692	2.425
17693	1.819
17694	1.516
17695	0.91
17696	0.606
17697	0.606
17698	0.606
17699	0.303
17700	0.606
17701	0.606
17702	0.606
17703	0.91
17704	0.91
17705	0.91
17706	0.91
17707	0.91
17708	0.606
17709	0.606
17710	0.606
17711	0.303
17712	0.303
17713	0
17714	0
17715	0
17716	0
17717	0
17718	0
17719	0
17720	0
17721	0
17722	0
17723	0
17724	0
17725	0
17726	0
17727	0
17728	0
17729	0
17730	0
17731	0
17732	0
17733	0
17734	0
17735	0
17736	0
17737	0
17738	0
17739	0.303
17740	0.303
17741	0.303
17742	0.303
17743	0.303
17744	0.303
17745	0.303
17746	0.303
17747	0
17748	0
17749	0
17750	0
17751	0
17752	0
17753	0
17754	0
17755	0
17756	0
17757	0
17758	0
17759	0
17760	0
17761	0
17762	0
17763	0
17764	0
17765	0
17766	0
17767	0
17768	0
17769	0
17770	0
17771	0
17772	0
17773	0
17774	0
17775	0.303
17776	0.303
17777	0.606
17778	0.91
17779	0.91
17780	0.91
17781	0.91
17782	0.91
17783	0.91
17784	0.606
17785	1.516
17786	1.516
17787	1.213
17788	1.213
17789	1.213
17790	1.213
17791	1.516
17792	1.516
17793	1.213
17794	0.91
17795	1.213
17796	1.213
17797	1.213
17798	1.213
17799	0.91
17800	0.91
17801	1.213
17802	0.91
17803	0.606
17804	0.606
17805	0.303
17806	0.303
17807	0.303
17808	0.606
17809	0.606
17810	1.516
17811	1.516
17812	1.516
17813	1.516
17814	1.516
17815	1.516
17816	1.213
17817	0.91
17818	0.606
17819	0
17820	0
17821	0
17822	0
17823	0
17824	0
17825	0
17826	0
17827	0
17828	0
17829	0
17830	0
17831	0
17832	0
17833	0
17834	0
17835	0
17836	0
17837	0
17838	0
17839	0
17840	0
17841	0
17842	0
17843	0
17844	0
17845	0
17846	0
17847	0
17848	0
17849	0
17850	0
17851	0
17852	0
17853	0
17854	0
17855	0
17856	0
17857	0
17858	0.303
17859	0.303
17860	0.303
17861	0.303
17862	6.973
17863	7.276
17864	7.276
17865	7.276
17866	6.973
17867	7.276
17868	7.276
17869	7.276
17870	0.606
17871	0.303
17872	0.606
17873	0.606
17874	0.91
17875	1.213
17876	1.213
17877	1.213
17878	1.213
17879	0.91
17880	0.606
17881	0.606
17882	0.303
17883	0
17884	0
17885	0
17886	0
17887	0
17888	0
17889	0
17890	0
17891	0
17892	0
17893	0
17894	0
17895	0
17896	0
17897	0
17898	0
17899	0
17900	0
17901	0
17902	0.303
17903	0.303
17904	0.303
17905	0.303
17906	0.606
17907	0.606
17908	0.606
17909	0.606
17910	0.303
17911	0.303
17912	0.303
17913	0.303
17914	0.303
17915	0.606
17916	0.606
17917	0.606
17918	0.606
17919	0.606
17920	0.606
17921	0.91
17922	0.91
17923	0.91
17924	0.606
17925	0.606
17926	0.606
17927	0.606
17928	0.606
17929	0.303
17930	0.91
17931	0.606
17932	0.606
17933	0.606
17934	0.606
17935	0.606
17936	0.606
17937	0.606
17938	0
17939	0
17940	0
17941	0
17942	0
17943	0
17944	0
17945	0
17946	0
17947	0
17948	0
17949	0
17950	0
17951	0
17952	0
17953	0
17954	0
17955	0
17956	0
17957	0.303
17958	0.303
17959	0.303
17960	0.303
17961	0.303
17962	0.303
17963	0.303
17964	0.303
17965	0.303
17966	0.303
17967	0.303
17968	0.303
17969	0.91
17970	0.91
17971	0.91
17972	0.91
17973	0.606
17974	0.606
17975	0.606
17976	0.606
17977	0
17978	0
17979	0
17980	0.303
17981	0.606
17982	0.606
17983	0.606
17984	0.606
17985	0.606
17986	0.606
17987	0.606
17988	0.606
17989	0.303
17990	0
17991	0
17992	0
17993	0.303
17994	0.303
17995	0.303
17996	0.303
17997	0.303
17998	0.303
17999	0.303
18000	0.303
18001	0
18002	0
18003	0
18004	0
18005	0
18006	0
18007	0
18008	0
18009	0
18010	0
18011	0
18012	0
18013	0
18014	0
18015	0
18016	0.303
18017	0.303
18018	0.606
18019	0.606
18020	0.606
18021	0.606
18022	0.606
18023	0.606
18024	0.303
18025	0.303
18026	0
18027	0
18028	0
18029	0
18030	0
18031	0
18032	0
18033	0
18034	0.606
18035	1.516
18036	1.516
18037	1.516
18038	1.516
18039	1.516
18040	1.516
18041	1.516
18042	1.516
18043	0
18044	0
18045	0
18046	0
18047	0
18048	0
18049	0
18050	0
18051	0
18052	0
18053	0
18054	0
18055	0
18056	0
18057	0
18058	0
18059	0
18060	0
18061	0
18062	0
18063	0
18064	0.303
18065	0.303
18066	0.303
18067	0.303
18068	0.303
18069	0.303
18070	0.303
18071	0.303
18072	0.303
18073	0.303
18074	0.606
18075	0.606
18076	0.606
18077	0.606
18078	0.606
18079	0.91
18080	0.91
18081	0.91
18082	0.606
18083	0.303
18084	0.606
18085	0.606
18086	0.606
18087	0.606
18088	0.606
18089	0.606
18090	0.303
18091	0.303
18092	0.303
18093	0
18094	0
18095	0
18096	0
18097	0.303
18098	0.303
18099	0.303
18100	0.303
18101	0.303
18102	0.303
18103	0.303
18104	0.303
18105	0
18106	0
18107	0
18108	0
18109	0.303
18110	0.303
18111	0.303
18112	0.303
18113	0.303
18114	0.303
18115	0.303
18116	0.303
18117	0
18118	0
18119	0
18120	0
18121	0
18122	0
18123	0
18124	0
18125	0
18126	0
18127	0
18128	0
18129	0.303
18130	0.303
18131	0.303
18132	0.303
18133	0.303
18134	0.303
18135	0.303
18136	0.303
18137	0.303
18138	0
18139	0
18140	0
18141	0
18142	0
18143	0.303
18144	0.303
18145	0.303
18146	0.303
18147	0.303
18148	0.606
18149	0.606
18150	0.91
18151	0.606
18152	0.606
18153	0.91
18154	1.516
18155	1.819
18156	1.819
18157	1.819
18158	1.819
18159	1.819
18160	1.516
18161	1.516
18162	0.91
18163	0.606
18164	0.303
18165	0.303
18166	0.303
18167	0.303
18168	0.303
18169	0
18170	0
18171	0
18172	0
18173	0
18174	0
18175	0
18176	0
18177	0
18178	0
18179	0
18180	0
18181	0.303
18182	0.303
18183	0.303
18184	0.303
18185	0.303
18186	0.303
18187	0.303
18188	0.303
18189	0
18190	0
18191	0
18192	0
18193	0
18194	0
18195	0
18196	0
18197	0
18198	0
18199	0
18200	0
18201	0
18202	0
18203	0
18204	0
18205	0
18206	0
18207	0
18208	0
18209	0
18210	0
18211	0
18212	0
18213	0
18214	0
18215	0
18216	0
18217	0
18218	0
18219	0
18220	0
18221	0
18222	0
18223	0
18224	0
18225	0
18226	0
18227	0
18228	0
18229	0
18230	0
18231	0
18232	0
18233	0
18234	0.303
18235	0.303
18236	0.303
18237	0.303
18238	0.303
18239	0.303
18240	0.303
18241	0.303
18242	0.303
18243	0
18244	0
18245	0
18246	0
18247	0
18248	0
18249	0
18250	0
18251	0
18252	0
18253	0
18254	0
18255	0.303
18256	0.303
18257	0.606
18258	0.606
18259	0.606
18260	0.606
18261	0.91
18262	0.91
18263	0.606
18264	0.606
18265	0.303
18266	0.303
18267	0.303
18268	0.303
18269	0.303
18270	0
18271	0
18272	0
18273	0
18274	0
18275	0
18276	0
18277	0
18278	0
18279	0
18280	0
18281	0
18282	0
18283	0
18284	0
18285	0
18286	0
18287	0
18288	0
18289	0
18290	0
18291	0
18292	0
18293	0
18294	0
18295	0
18296	0
18297	0
18298	0
18299	0
18300	0
18301	0
18302	0
18303	0
18304	0
18305	0
18306	0
18307	0
18308	0
18309	0
18310	0
18311	0
18312	0
18313	0
18314	0.303
18315	0.303
18316	0.303
18317	0.303
18318	0
18319	0
18320	0
18321	0
18322	0
18323	0
18324	0
18325	0
18326	0
18327	0
18328	0
18329	0
18330	0
18331	0
18332	0
18333	0
18334	0
18335	0
18336	0
18337	0
18338	0
18339	0
18340	0
18341	0
18342	0.303
18343	0.303
18344	0.606
18345	1.213
18346	1.516
18347	1.516
18348	1.819
18349	2.122
18350	2.425
18351	2.425
18352	2.425
18353	0.91
18354	0.91
18355	1.516
18356	1.213
18357	1.516
18358	1.213
18359	1.516
18360	2.122
18361	2.122
18362	2.122
18363	1.819
18364	1.819
18365	1.516
18366	1.516
18367	1.213
18368	0.606
18369	0.606
18370	0.606
18371	0
18372	0
18373	0
18374	0.303
18375	0.303
18376	0.606
18377	0.606
18378	0.606
18379	0.606
18380	0.606
18381	0.606
18382	0.303
18383	0.606
18384	0.606
18385	0.606
18386	0.303
18387	0.606
18388	0.606
18389	0.606
18390	0.606
18391	0.606
18392	0.606
18393	0.606
18394	0.606
18395	0.303
18396	0.303
18397	0.303
18398	0.303
18399	0.606
18400	0.303
18401	0.303
18402	0.303
18403	0.303
18404	0.303
18405	0.303
18406	0.303
18407	0.606
18408	0.606
18409	0.303
18410	0.606
18411	0.606
18412	0.606
18413	0.606
18414	0.606
18415	0.606
18416	0.303
18417	0.303
18418	0
18419	0
18420	0
18421	0
18422	0
18423	0
18424	0
18425	0
18426	0
18427	0
18428	0
18429	0
18430	0
18431	0
18432	0
18433	0
18434	0.606
18435	0.606
18436	0.606
18437	0.606
18438	0.606
18439	0.606
18440	0.91
18441	0.91
18442	0.303
18443	0.606
18444	0.606
18445	0.606
18446	0.606
18447	0.606
18448	0.303
18449	0.303
18450	0.303
18451	0
18452	0
18453	0.303
18454	0.303
18455	0.303
18456	0.303
18457	0.303
18458	0.303
18459	0.303
18460	0.303
18461	0.303
18462	0
18463	0
18464	0
18465	0
18466	0
18467	0
18468	0
18469	0.303
18470	0.303
18471	0.303
18472	0.303
18473	0.303
18474	0.303
18475	0.303
18476	0.303
18477	0.303
18478	0.303
18479	0
18480	0
18481	0
18482	0
18483	0
18484	0
18485	0
18486	0
18487	0
18488	0
18489	0
18490	0
18491	0
18492	0
18493	0
18494	0
18495	0
18496	0
18497	0
18498	0
18499	0
18500	0
18501	0
18502	0
18503	0
18504	0
18505	0
18506	0
18507	0
18508	0
18509	0
18510	0
18511	0
18512	0
18513	0
18514	0
18515	0
18516	0
18517	0
18518	0
18519	0
18520	0
18521	0
18522	0
18523	0
18524	0
18525	0
18526	0
18527	0
18528	0
18529	0
18530	0
18531	0
18532	0
18533	0
18534	0
18535	0
18536	0
18537	0
18538	0
18539	0.303
18540	0.303
18541	0.303
18542	0.303
18543	0.303
18544	0
18545	0
18546	0
18547	0
18548	0
18549	0.303
18550	0.303
18551	0.303
18552	0.303
18553	0.303
18554	0.303
18555	0.303
18556	0.91
18557	0.606
18558	0.606
18559	0.606
18560	0.606
18561	0.606
18562	0.606
18563	0.606
18564	0
18565	0
18566	0
18567	0
18568	0
18569	0
18570	0
18571	0
18572	0
18573	0.303
18574	0.303
18575	0.303
18576	0.303
18577	0.303
18578	0.303
18579	0.303
18580	0.303
18581	0
18582	0
18583	0
18584	0
18585	0
18586	0
18587	0
18588	0
18589	0
18590	0
18591	0
18592	0
18593	0
18594	0
18595	0
18596	0
18597	0
18598	0
18599	0.606
18600	0.606
18601	0.606
18602	0.606
18603	0.606
18604	0.606
18605	0.606
18606	0.606
18607	0
18608	0
18609	0
18610	0
18611	0
18612	0
18613	0
18614	0
18615	0.303
18616	0.606
18617	0.606
18618	0.91
18619	1.516
18620	1.819
18621	1.819
18622	1.819
18623	1.516
18624	1.213
18625	1.213
18626	0.91
18627	0.303
18628	0.303
18629	0.303
18630	0.303
18631	0.303
18632	0.303
18633	0.303
18634	0.303
18635	0.303
18636	0
18637	0
18638	0
18639	0
18640	0
18641	0
18642	0
18643	0
18644	0.303
18645	0.303
18646	0.303
18647	0.303
18648	0.303
18649	0.303
18650	0.606
18651	0.606
18652	1.213
18653	1.516
18654	1.516
18655	1.516
18656	1.819
18657	1.516
18658	1.516
18659	22.132
18660	22.435
18661	22.435
18662	23.041
18663	22.738
18664	22.435
18665	22.435
18666	22.435
18667	1.819
18668	1.516
18669	0.91
18670	0.91
18671	0.606
18672	0.303
18673	0.303
18674	0.303
18675	0.303
18676	0.303
18677	0.303
18678	0
18679	0
18680	0
18681	0.303
18682	0.303
18683	0.606
18684	0.606
18685	0.606
18686	0.606
18687	0.606
18688	0.606
18689	0.303
18690	0.303
18691	0
18692	0
18693	0
18694	0
18695	0
18696	0
18697	0
18698	0
18699	0
18700	0
18701	0
18702	0
18703	0
18704	0
18705	0
18706	0
18707	0
18708	0
18709	0
18710	0
18711	0
18712	0
18713	0
18714	0
18715	0
18716	0
18717	0
18718	0
18719	0
18720	0
18721	0
18722	0
18723	0
18724	0
18725	0
18726	0
18727	0.303
18728	0.303
18729	0.303
18730	0.303
18731	0.303
18732	0.303
18733	0.303
18734	0.303
18735	0
18736	0
18737	0
18738	0
18739	0
18740	0
18741	0
18742	0
18743	0
18744	0
18745	0
18746	0
18747	0
18748	0
18749	0
18750	0
18751	0
18752	0
18753	0
18754	0
18755	0.303
18756	0.606
18757	0.606
18758	0.606
18759	0.606
18760	0.606
18761	0.606
18762	0.606
18763	0.303
18764	0.303
18765	0
18766	0
18767	0
18768	0
18769	0
18770	0
18771	0
18772	0
18773	0
18774	0
18775	0
18776	0
18777	0
18778	0
18779	0
18780	0
18781	0
18782	0
18783	0
18784	0
18785	0
18786	0
18787	0
18788	0
18789	0
18790	0
18791	0
18792	0
18793	0
18794	0
18795	0
18796	0
18797	0
18798	0
18799	0
18800	0
18801	0
18802	0
18803	0
18804	0
18805	0
18806	0
18807	0
18808	0
18809	0
18810	0
18811	0
18812	0
18813	0
18814	0
18815	0
18816	0
18817	0
18818	0
18819	0
18820	0
18821	0
18822	0
18823	0
18824	0
18825	0
18826	0
18827	0
18828	0
18829	0
18830	0
18831	0
18832	0
18833	0
18834	0
18835	0
18836	0
18837	0
18838	0
18839	0
18840	0
18841	0
18842	0
18843	0
18844	0.303
18845	0.303
18846	0.303
18847	0.303
18848	0.303
18849	0.303
18850	0.303
18851	0.303
18852	0
18853	0
18854	0
18855	0
18856	0
18857	0
18858	0
18859	0
18860	0
18861	0
18862	0
18863	0
18864	0
18865	0
18866	0
18867	0.303
18868	0.303
18869	0.303
18870	0.303
18871	0.303
18872	0.303
18873	0.303
18874	0.303
18875	0
18876	0
18877	0
18878	0
18879	0
18880	0
18881	0
18882	0
18883	0
18884	0
18885	0
18886	0
18887	0
18888	0
18889	0
18890	0
18891	0.303
18892	0.303
18893	0.303
18894	0.303
18895	0.303
18896	0.303
18897	0.303
18898	0.303
18899	0
18900	0
18901	0
18902	0.303
18903	0.303
18904	0.606
18905	0.606
18906	0.606
18907	0.606
18908	0.606
