"center";"Bat"
29829;0.963
29830;0.963
29831;0.963
29832;0.963
29833;0.963
29834;0.963
2994;2.409
29835;0.963
29836;0.963
29837;0.963
29839;0.963
29840;1.445
29841;1.445
29842;1.445
29843;1.445
29844;1.445
2995;2.409
29845;1.445
29846;1.445
29847;1.445
29848;0.963
29849;1.445
29850;1.927
29851;1.927
29852;1.927
29853;1.927
29854;1.927
2996;1.927
29855;1.927
29856;1.445
29857;0.482
2997;1.445
29867;0.963
29868;6.744
29869;13.971
29870;13.971
29871;13.971
29872;13.971
29873;13.971
29874;13.007
2998;1.445
29875;12.525
29876;11.562
2999;1.445
3000;1.445
3001;0.963
3002;0.482
3003;0.482
3004;0.482
3005;0.482
3006;0.482
3007;0.482
3008;0.963
3009;0.963
3010;0.963
3011;0.963
3012;0.482
3013;0.482
3014;0.482
3015;0.482
3019;0.482
3020;0.482
3021;0.963
3022;1.445
3023;1.445
3024;1.445
3025;1.445
3026;1.445
3027;0.963
3028;0.963
3029;0.963
3030;0.482
3031;0.482
3032;0.482
3034;0.482
3035;0.963
3036;1.445
3037;1.445
3038;1.445
3039;1.445
3040;1.445
3041;1.445
3042;0.963
3043;0.482
3049;0.482
3050;0.963
3051;2.89
3052;3.372
3053;3.372
3054;3.854
316;0.963
3055;3.854
3056;4.817
3057;5.781
3058;4.817
3059;3.372
3060;2.89
3061;3.372
3062;3.854
3063;3.372
3064;2.89
317;0.963
3065;1.445
3066;1.445
3067;1.445
3068;1.927
3069;1.445
3070;0.963
3071;0.963
3072;0.482
3073;0.482
3074;0.963
3075;1.445
318;0.963
3076;0.963
3077;1.445
3078;1.927
3079;1.927
3080;1.927
3081;1.927
3082;1.445
3083;1.445
3084;0.963
3085;0.482
319;0.963
3091;0.482
3092;0.482
3093;0.482
3094;0.482
3095;0.482
320;0.963
3096;0.482
3097;0.482
3098;0.482
3099;0.482
321;0.963
322;0.963
323;1.445
324;0.482
3136;0.482
3137;0.482
3138;0.482
3139;0.482
3140;0.482
3141;0.482
3142;0.482
3143;0.482
325;0.482
3146;0.482
3147;0.482
3148;0.482
3149;0.482
3150;0.482
3151;0.482
3152;0.482
3153;0.482
326;0.482
3156;0.482
3157;0.482
3158;0.482
3159;0.482
3160;0.963
3161;0.963
3162;0.963
3163;0.963
3164;0.963
3165;0.482
327;0.482
3166;0.482
3167;0.482
3168;0.482
3169;0.482
3170;0.482
3171;0.482
3172;0.963
3173;0.963
3174;0.963
3175;0.963
328;0.482
3176;0.482
3177;0.482
3178;0.482
3179;0.482
3183;0.482
3184;1.927
3185;1.927
329;0.482
3186;1.927
3187;1.927
3188;1.927
3189;1.927
3190;2.409
3191;1.927
3192;1.445
3193;0.963
3194;0.482
3195;0.482
330;0.482
3196;0.482
3197;0.482
3212;0.482
3213;0.482
3214;0.482
3215;0.482
3216;0.963
3217;0.963
3218;0.963
3219;0.963
3220;0.482
3221;0.482
3222;0.482
3223;0.482
3273;0.963
3274;0.963
3275;0.963
3276;0.963
3277;0.963
3278;0.963
3279;0.963
3280;0.963
3284;0.482
3285;0.482
3286;0.482
3287;0.482
3288;0.482
3289;0.482
3290;0.482
3291;0.482
3292;0.482
3300;0.482
3301;0.482
3302;0.482
3303;0.482
3304;0.482
3305;0.482
3306;0.482
3307;0.482
3343;0.482
3344;0.482
3345;0.482
3346;0.963
3347;0.963
3348;0.963
3349;0.963
3350;1.445
3351;1.445
3352;1.445
3353;1.445
3354;0.963
3355;0.963
3356;1.445
3357;1.927
3358;1.445
3359;0.963
3360;0.963
3361;0.963
3362;1.445
3363;1.927
3364;1.445
3365;0.963
3366;0.963
3367;0.963
3368;0.963
3369;0.963
3370;0.482
3371;0.482
3377;0.482
3378;0.963
3379;3.372
3380;3.854
3381;3.854
3382;4.336
3383;4.336
3384;5.299
3385;4.817
3386;4.336
3387;2.409
3388;2.89
3389;2.89
3390;1.927
3391;1.927
3392;1.445
3393;1.445
3394;0.963
3395;0.963
3396;0.963
3397;0.482
3398;0.482
3399;0.482
3400;0.482
3401;0.482
3402;0.482
3403;0.482
3404;0.482
3405;0.482
3406;0.482
3407;0.963
3408;0.963
3409;0.963
3410;1.445
3411;0.963
3412;0.963
3413;1.445
3414;0.963
3415;0.963
3416;1.445
3417;1.445
3418;0.963
3419;1.445
3420;1.445
3421;1.445
3422;1.445
3423;1.445
3424;0.963
3425;1.445
3426;1.445
3427;0.963
3428;1.445
3429;0.963
3430;0.963
3431;0.963
3432;0.963
3433;0.482
3434;0.482
3435;0.482
3443;0.482
3444;0.482
3445;0.482
3446;0.482
3447;0.482
3448;0.482
3449;0.482
3450;0.482
3451;0.482
3472;0.482
3473;0.963
3474;0.963
3475;0.963
3476;0.963
3477;0.963
3478;0.963
3479;0.963
3480;0.482
3481;0.482
3485;0.482
3486;0.482
3487;0.482
3488;0.482
3489;0.482
3490;0.963
3491;0.963
3492;0.963
3493;0.963
3494;0.482
3495;0.482
3496;0.482
3497;0.482
3507;0.482
3508;0.963
3509;0.963
3510;0.963
3511;0.963
3512;0.963
3513;0.963
3514;0.963
3515;0.482
3520;0.963
3521;0.963
3522;0.963
3523;0.963
3524;1.445
3525;1.927
3526;1.927
3527;1.927
3528;0.963
3529;0.963
3530;0.963
3531;0.963
3532;0.482
3536;0.482
3537;0.482
3538;0.482
3539;0.482
3540;0.482
3541;0.482
3542;0.482
3543;0.482
3544;0.482
3545;0.482
3546;0.482
3547;0.482
3600;0.482
3601;0.482
3602;0.963
3603;0.963
3604;0.963
3605;0.963
3606;1.445
3607;1.445
3608;0.963
3609;0.963
3610;0.482
3611;0.482
3612;0.482
3613;0.482
3628;0.482
3629;0.482
3630;0.963
3631;0.963
3632;0.963
3633;0.963
3634;0.963
3635;0.963
3636;0.482
3637;0.482
3647;0.482
3648;0.482
3649;0.482
3650;0.482
3651;0.482
3652;0.482
3653;0.482
3654;0.482
3655;0.482
3656;0.482
3657;0.482
3662;0.482
3663;0.482
3664;0.963
3665;0.963
3666;0.963
3667;0.963
3668;0.963
3669;0.963
3670;0.482
3671;0.482
3672;0.482
3675;0.482
3676;0.963
3677;0.963
3678;0.963
3679;0.963
3680;0.963
3681;0.963
3682;0.963
3683;0.482
3689;0.482
3690;0.482
3691;0.482
3692;0.482
3693;0.482
3694;0.963
3695;0.963
3696;0.963
3697;0.482
3698;0.482
3699;0.482
3700;0.482
3701;0.482
3704;0.482
3705;0.963
3706;0.963
3707;1.445
3708;1.445
3709;1.445
3710;1.445
3711;1.445
3712;1.445
3713;1.445
3714;1.927
3715;1.445
3716;0.963
3717;0.963
3718;0.963
3719;0.963
3720;0.963
3721;0.482
3722;0.482
3736;0.482
3737;0.482
3738;0.482
3739;0.482
3740;0.482
3741;0.482
3742;0.482
3743;0.482
3744;0.482
3745;0.963
3746;0.482
3747;0.482
3748;0.963
3749;1.445
3750;1.927
3751;1.927
3752;1.927
3753;1.445
3754;1.445
3755;1.445
3756;0.963
3757;0.482
3758;0.482
3759;0.482
3760;0.482
3781;0.482
3782;0.482
3783;1.445
3784;1.927
3785;1.927
3786;2.409
3787;2.409
3788;2.409
3789;2.409
3790;2.409
3791;1.927
3792;1.445
3793;0.963
3794;0.482
3796;0.482
3797;0.482
3798;0.963
3799;0.963
3800;0.963
3801;1.445
3802;1.927
3803;1.927
3804;1.445
3805;1.445
3806;0.963
3807;0.963
3808;0.963
3809;0.482
3811;0.482
3812;0.482
3813;0.482
3814;0.482
3815;0.482
3816;0.482
3817;0.482
3818;0.482
3830;0.482
3831;0.482
3832;0.482
3833;0.963
3834;0.963
3835;0.963
3836;0.963
3837;1.927
3838;2.409
3839;2.89
3840;2.89
3841;2.89
3842;2.409
3843;2.409
3844;2.409
3845;1.445
3846;1.445
3847;1.445
3848;1.927
3849;2.409
3850;2.409
3851;2.409
3852;1.445
3853;1.445
3854;1.445
3855;0.963
3856;0.963
3857;0.482
3858;0.482
3859;0.963
3860;0.963
3861;0.963
3862;0.963
3863;0.963
3864;0.963
3865;0.963
3866;0.482
3867;0.482
3883;0.482
3884;0.482
3885;0.963
399;0.482
3886;0.963
3887;0.963
3888;0.963
3889;0.963
3890;0.963
3891;0.482
3892;0.482
400;0.482
401;0.482
3906;0.482
3907;0.482
3908;0.482
3909;1.927
3910;1.927
3911;1.927
3912;1.927
3913;1.927
3914;1.445
3915;1.445
402;0.482
3916;1.445
3917;0.963
403;0.482
3928;0.482
3929;0.482
3930;0.482
3931;1.445
3932;1.445
3933;1.445
3934;1.445
3935;1.445
404;0.482
3936;0.963
3937;0.963
3938;0.963
3939;1.445
3940;1.927
3941;1.445
3942;1.445
3943;1.927
3944;1.927
3945;1.927
405;0.482
3946;2.409
3947;1.445
3948;0.963
3949;0.963
3950;1.927
3951;2.89
3952;2.89
3953;2.409
3954;3.372
3955;3.372
406;0.482
3956;4.336
3957;4.336
3958;3.854
3959;2.409
3960;2.409
3961;2.409
3962;1.927
3963;1.445
3964;0.963
3965;0.482
3973;0.482
3974;0.482
3975;0.482
408;0.482
3976;0.482
3977;0.482
3978;0.482
3979;0.482
3980;0.482
3984;0.482
3985;0.482
409;0.482
3986;0.963
3987;0.963
3988;0.963
3989;0.963
3990;0.963
3991;0.963
3992;0.963
3993;0.482
3994;0.482
3995;0.482
410;0.963
3996;0.482
3997;0.482
3998;0.482
3999;0.482
4000;0.482
4001;0.482
411;0.963
4009;0.482
4010;0.482
4011;0.482
4012;0.482
4013;0.963
4014;0.963
4015;1.445
412;0.963
4016;0.963
4017;0.963
4018;0.963
4019;1.445
4020;1.445
4021;0.963
4022;1.445
4023;0.963
4024;1.445
4025;1.927
413;0.963
4026;2.409
4027;1.927
4028;1.927
4029;1.927
4030;1.445
4031;1.927
4032;1.927
4033;0.963
4034;0.963
4035;0.963
414;0.963
4036;1.445
4037;1.445
4038;1.445
4039;1.445
4040;0.963
4041;0.963
4042;0.482
4043;0.482
4044;0.482
415;0.963
4052;0.482
4053;0.482
4054;0.482
4055;0.482
416;0.482
4056;0.482
4057;0.963
4058;0.963
4059;0.963
4060;0.482
4061;0.963
4062;0.963
4063;0.963
4064;0.963
4065;0.963
417;0.482
4066;0.963
4067;0.482
4068;0.482
4071;0.482
4072;0.482
4073;0.482
4074;0.482
4075;0.482
4076;0.482
4077;0.482
4078;0.482
4079;0.963
4080;0.963
4081;0.963
4082;0.963
4083;0.963
4084;0.963
4085;0.963
4086;0.963
4087;0.482
4091;0.482
4092;0.482
4093;0.963
4094;0.963
4095;0.963
4096;0.963
4097;0.963
4098;0.963
4099;0.963
4100;0.963
4101;1.445
4102;1.445
4103;1.445
4104;0.482
4107;0.963
4108;0.963
4109;0.963
4110;0.963
4111;0.482
4112;0.482
4113;0.482
4114;0.482
4115;0.482
4127;0.482
4128;0.482
4129;0.963
4130;0.963
4131;0.963
4132;0.963
4133;1.445
4134;1.445
4135;1.445
4136;0.963
4137;1.445
4138;0.963
4139;0.963
4140;1.445
4141;0.963
4142;0.963
4143;0.963
4144;0.963
4145;0.963
425;0.482
4146;0.963
4147;0.963
4148;0.482
4149;0.482
4150;0.482
4151;0.482
4152;0.482
4153;0.482
4154;0.482
426;0.482
4157;0.963
4158;0.963
4159;0.963
4160;0.963
4161;0.963
4162;0.963
4163;0.963
4164;0.963
427;0.482
428;0.482
429;0.963
430;1.445
431;1.445
4212;0.482
4213;0.482
4214;0.482
4215;0.482
4216;0.482
432;1.445
4217;0.963
4218;0.963
4219;1.445
4220;0.963
4221;0.963
4222;0.963
4223;0.963
4224;1.445
4225;0.963
4226;0.963
433;1.445
4227;0.963
4228;0.482
4229;0.482
4230;0.482
4231;0.963
4232;0.963
4233;0.963
4234;0.963
4235;0.963
4236;0.963
434;0.963
4237;0.963
4238;0.963
4239;0.482
435;0.963
436;0.963
4258;0.482
4259;0.482
4260;0.482
4261;0.963
4262;0.963
4263;0.963
4264;0.963
4265;0.963
4266;0.963
437;0.963
4267;0.482
4268;0.482
4270;0.482
4271;0.963
4272;1.445
4273;1.445
4274;1.445
4275;1.445
4276;1.445
4277;1.445
4278;0.963
4279;0.963
4280;0.482
4286;0.482
4287;0.482
4288;0.963
4289;0.963
4290;0.963
4291;0.963
4292;0.963
4293;0.963
4294;0.482
4295;0.482
4301;0.482
4302;0.963
4303;0.963
4304;0.963
4305;0.963
4306;1.445
4307;1.445
4308;1.445
4309;0.963
4310;0.963
4311;0.963
4312;0.963
4313;0.963
4314;0.963
4315;0.482
4316;0.482
4317;0.482
4320;0.482
4321;0.482
4322;0.963
4323;0.963
4324;0.963
4325;1.445
4326;1.445
4327;1.927
4328;1.445
4329;1.445
4330;0.963
4331;0.963
4332;0.963
4333;0.482
4334;0.482
4351;0.482
4352;0.482
4353;0.482
4354;0.482
4355;0.482
4356;0.482
4357;0.482
4358;0.482
4359;0.482
4360;0.963
4361;1.445
4362;1.445
4363;1.927
4364;1.927
4365;1.927
4366;2.409
4367;2.409
4368;1.927
4369;1.445
4370;1.445
4371;0.963
4372;0.963
4373;0.963
4374;0.482
4375;0.482
4377;0.482
4378;0.482
4379;0.482
4380;0.482
4381;0.482
4382;0.482
4383;0.482
4384;0.482
4388;0.482
4389;0.482
4390;0.482
4391;0.482
4392;0.482
4393;0.482
4394;0.482
4395;0.482
4435;0.482
4436;0.963
4437;0.963
4438;0.963
4439;0.963
4440;1.445
4441;1.927
4442;1.927
4443;1.445
4444;0.963
4445;0.963
4446;0.963
4447;0.963
4448;0.482
4452;0.482
4453;0.482
4454;0.482
4455;0.482
4456;0.482
4457;0.482
4458;0.963
4459;0.963
4460;0.482
4461;0.482
4462;0.482
4463;0.482
4464;0.482
4465;0.482
4482;0.482
4483;0.482
4484;0.482
4485;0.482
4486;0.963
4487;0.963
4488;0.963
4489;1.445
4490;0.963
4491;1.445
4492;1.445
4493;1.927
4494;1.445
4495;1.927
4496;1.927
460;0.482
4497;0.963
4498;0.963
4499;0.963
4500;0.482
4501;0.482
4502;0.482
461;0.482
462;0.482
4525;0.482
4526;0.482
463;0.482
4527;0.482
4528;0.482
4529;0.482
4530;0.482
4531;0.482
4532;0.482
464;0.482
4546;0.482
465;0.482
4547;0.963
4548;0.963
4549;0.963
4550;0.963
4551;0.963
4552;0.963
4553;0.963
4554;0.482
466;0.482
467;0.482
4590;0.482
4591;0.482
4592;0.482
4593;0.963
4594;0.963
4595;0.963
4596;0.963
4597;0.963
4598;0.482
4599;0.482
4600;0.482
4612;0.482
4613;0.482
4614;0.482
4615;0.482
4616;0.482
4617;0.482
4618;0.482
4619;0.482
4629;0.482
4630;0.482
4631;0.482
4632;0.482
4633;0.963
4634;0.963
4635;0.963
4636;0.963
4637;0.482
4638;0.482
4639;0.482
4640;0.482
4641;0.482
4643;0.482
4644;0.482
4645;0.482
4646;0.482
4647;0.482
4648;0.482
4649;0.482
4650;0.482
4669;0.482
4670;0.482
4671;0.482
4672;0.482
4673;0.482
4674;0.482
4675;0.482
4676;0.482
4688;0.963
4689;0.963
4690;0.963
4691;1.927
4692;2.409
4693;2.89
4694;2.89
4695;3.372
4696;2.89
4697;2.89
4698;2.89
4699;2.409
4700;2.409
4701;1.927
4702;0.963
4703;0.482
4704;0.482
4705;0.482
4734;0.482
4735;0.963
4736;0.963
4737;0.963
4738;0.963
4739;0.963
4740;0.963
4741;1.445
4742;0.963
4743;0.482
4744;0.482
4745;0.482
4746;0.482
4747;0.482
4748;0.482
4749;0.482
4758;0.963
4759;0.963
4760;0.963
4761;2.89
4762;2.89
4763;3.372
4764;3.372
4765;3.372
4766;2.409
4767;2.89
4768;2.89
4769;2.409
4770;1.927
4771;1.445
4772;0.963
4773;0.963
4774;1.445
4775;0.963
4776;0.963
4777;0.963
4778;0.963
4779;0.963
4780;0.963
4781;0.963
4782;0.482
4783;0.482
4784;0.482
4785;0.482
4796;0.482
4797;0.482
4798;0.482
4799;0.482
4800;0.482
4801;0.482
4802;0.482
4803;0.482
4804;0.482
4838;0.482
4839;0.482
4840;0.482
4841;0.482
4842;0.963
4843;1.445
4844;1.445
4845;1.445
4846;1.445
4847;0.963
4848;0.963
4849;0.963
4850;0.963
4851;0.482
4852;0.963
4853;0.482
4854;0.482
4855;0.482
4856;0.482
4857;0.482
4858;0.482
4859;0.482
4860;0.482
4863;0.482
4864;0.482
4865;0.963
4866;0.963
4867;0.963
4868;0.963
4869;0.963
4870;0.963
4871;0.482
4872;0.482
4902;0.482
4903;0.482
4904;0.482
4905;0.482
4906;0.482
4907;0.482
4908;0.482
4909;0.482
4926;0.482
4927;0.482
4928;0.482
4929;0.482
4930;0.482
4931;0.482
4932;0.482
4933;0.482
4937;0.482
4938;0.482
4939;0.482
4940;0.482
4941;0.482
4942;0.482
4943;0.482
4944;0.482
4945;0.482
4950;0.482
4951;0.482
4952;0.963
4953;0.963
4954;0.963
4955;0.963
4956;0.963
4957;0.963
4958;0.482
4959;0.482
4962;0.482
4963;0.482
4964;0.482
4965;0.482
4966;0.482
4967;0.482
4968;0.963
4969;0.963
4970;0.963
4971;0.482
4972;0.482
4973;0.963
4974;0.963
4975;0.963
4976;0.482
4977;0.482
4978;0.482
4979;0.482
4980;0.482
4981;0.482
5004;0.482
5005;0.482
5006;0.482
5007;0.482
5008;0.482
5009;0.482
5010;0.482
5011;0.482
5012;0.482
5013;0.482
5014;0.482
5015;0.482
5016;0.482
5017;0.482
5018;0.482
5019;0.482
5033;0.482
5034;0.482
5035;0.482
5036;0.482
5037;0.482
5038;0.963
5039;0.963
5040;1.445
5041;1.445
5042;1.445
5043;1.445
5044;0.963
5045;0.963
5046;0.482
5047;0.482
5048;0.482
5049;0.482
5050;0.482
5051;0.482
5052;0.482
5053;0.482
5054;0.482
5055;0.482
5063;5.781
5064;5.781
5065;6.263
5066;6.263
5067;6.263
5068;6.263
5069;6.263
5070;6.263
5071;0.482
5072;0.482
5075;0.482
5076;0.963
5077;1.445
5078;1.445
5079;1.927
5080;1.927
5081;1.927
5082;1.927
5083;1.445
5084;1.927
5085;1.445
5086;2.89
5087;4.336
5088;3.854
5089;3.854
5090;3.854
5091;9.153
5092;8.671
5093;8.19
5094;7.708
5095;5.781
5096;5.299
5097;5.299
5098;5.299
5101;0.482
5102;0.482
5103;0.963
5104;0.963
5105;0.963
5106;1.445
5107;1.445
5108;1.927
5109;1.927
5110;1.927
5111;1.445
5112;1.927
5113;1.927
5114;3.854
5115;5.781
5116;4.817
5117;5.781
5118;6.263
5119;6.744
5120;6.744
5121;7.226
5122;6.263
5123;4.817
5124;4.817
5125;4.336
5126;4.817
5127;4.817
5128;4.336
5129;4.336
5130;2.89
5131;2.89
5132;1.927
5133;1.445
5134;0.963
5135;0.963
5136;0.482
5184;0.482
5185;0.482
5186;0.482
5187;0.482
5188;0.482
5189;0.482
5190;0.482
5191;0.482
5192;0.482
5200;0.963
5201;0.963
5202;0.963
5203;0.963
5204;0.963
5205;0.963
5206;0.963
5207;1.445
5208;0.482
5209;0.482
5210;0.482
5216;0.482
5217;0.963
5218;0.963
5219;0.963
5220;0.963
5221;0.963
5222;0.963
5223;0.963
5224;0.482
5226;0.482
5227;0.482
5228;0.482
5229;0.482
5230;0.482
5231;0.482
5232;0.482
5233;0.482
5236;0.482
5237;0.482
5238;0.482
5239;0.482
5240;0.482
5241;0.482
5242;0.482
5243;0.482
5244;0.482
5259;0.963
5260;0.963
5261;0.963
5262;0.963
5263;0.963
5264;0.963
5265;1.445
5266;1.445
5267;0.482
5268;0.482
5269;0.482
5270;0.482
5271;0.482
5272;0.963
5273;0.482
5274;0.482
5275;0.482
5276;0.482
5277;0.482
5278;0.482
5279;0.482
5301;0.482
5302;0.482
5303;0.482
5304;0.482
5305;0.482
5306;0.482
5307;0.482
5308;0.482
5310;0.482
5311;0.482
5312;0.482
5313;0.482
5314;0.482
5315;0.482
5316;0.482
5317;0.482
542;0.482
5320;0.482
5321;0.482
5322;1.445
5323;1.927
5324;1.927
5325;2.409
5326;2.409
5327;2.409
543;0.482
5328;2.409
5329;2.409
5330;0.963
5331;0.963
5332;0.482
544;0.482
5343;0.482
5344;0.482
5345;0.963
5346;0.963
5347;0.963
545;0.482
5348;0.963
5349;0.963
5350;0.963
5351;0.482
5352;0.482
5356;0.482
5357;0.482
546;0.482
5358;0.482
5359;0.482
5360;0.482
5361;0.482
5362;0.963
5363;0.963
5364;1.445
5365;0.963
5366;0.963
5367;0.963
547;0.482
5368;0.963
5369;1.445
5370;0.963
5371;0.963
5372;0.963
5373;0.482
5374;0.482
5375;0.963
5376;0.963
5377;0.963
548;0.482
5378;0.963
5379;0.482
5380;0.482
5381;0.482
5382;0.482
5385;0.482
5386;0.482
5387;0.963
549;0.482
5388;0.963
5389;0.963
5390;0.963
5391;1.445
5392;1.445
5393;1.445
5394;1.445
5395;0.963
5396;0.963
5397;1.445
5398;1.445
5399;0.963
5400;0.963
5401;0.482
5402;0.482
5403;0.482
5404;0.482
5408;0.482
5409;0.482
5410;0.482
5411;0.482
5412;0.482
5413;0.482
5414;0.482
5415;0.482
5416;0.482
5424;0.482
5425;0.482
5426;0.482
5427;0.482
5428;0.482
5429;0.482
5430;0.482
5431;0.482
5434;0.482
5435;0.963
5436;0.963
5437;0.963
5438;0.963
5439;1.445
5440;1.445
5441;1.445
5442;0.963
5443;0.963
5444;0.482
5445;0.963
5446;0.963
5447;0.963
5448;1.445
5449;1.445
5450;1.927
5451;1.927
5452;1.927
5453;2.409
5454;1.927
5455;1.927
5456;1.927
5457;1.445
5458;1.445
5459;1.445
5460;0.963
5461;0.963
5462;0.963
5463;0.963
5464;0.963
5465;0.963
5466;0.482
5467;0.482
5468;0.482
5469;0.482
5482;0.482
5483;0.482
5484;0.482
5485;0.482
5486;0.482
5487;0.482
5488;0.482
5489;0.482
5490;0.482
5493;0.482
5494;0.482
5495;0.963
5496;0.963
5497;0.963
5498;0.963
5499;0.482
5500;0.482
5527;0.482
5528;0.482
5529;0.482
5530;0.482
5531;0.482
5532;0.482
5533;0.482
5534;0.963
5535;0.482
5536;0.482
5537;0.482
5538;0.482
5539;0.482
5540;0.482
5541;0.482
5564;0.482
5565;0.482
5566;0.482
5567;0.482
5568;0.482
5569;0.482
5570;0.482
5571;0.482
5578;0.482
5579;0.482
5580;0.482
5581;0.482
5582;0.963
5583;0.963
5584;0.963
5585;0.963
5586;0.482
5587;0.482
5588;0.482
5589;0.482
5596;0.482
5597;0.963
5598;0.963
5599;1.445
5600;1.445
5601;1.445
5602;1.445
5603;1.927
5604;1.927
5605;0.963
5606;0.963
5607;0.482
5608;0.482
5609;0.482
5610;0.482
5611;0.482
574;0.482
5641;0.963
5642;1.445
5643;1.445
5644;1.445
5645;1.927
5646;1.927
5647;1.927
575;0.482
5648;1.927
5649;2.409
5650;1.445
5651;1.445
5652;1.445
5653;0.963
5654;0.963
5655;0.963
5656;0.963
576;0.482
5658;0.482
5659;0.482
5660;0.482
5661;0.482
5662;0.482
5663;0.482
5664;0.482
5665;0.482
5667;0.482
577;0.482
5668;0.482
5669;0.482
5670;0.482
5671;0.482
5672;0.482
5673;0.482
5674;0.482
5676;0.482
5677;0.482
578;0.963
5678;0.482
5679;0.482
5680;0.482
5681;0.482
5682;0.482
5683;0.482
5684;0.482
5685;0.482
5686;0.482
579;0.963
580;1.445
581;1.445
582;0.963
5726;0.482
5727;0.482
583;0.963
5728;0.482
5729;0.482
5730;0.963
5731;0.963
5732;0.963
5733;1.445
5734;0.963
5735;0.963
5736;0.963
5737;0.963
584;0.963
5738;0.482
5739;0.482
5740;0.482
585;0.963
5755;0.482
5756;0.482
5757;0.482
586;0.482
5758;0.963
5759;0.963
5760;0.963
5761;0.963
5762;0.482
5763;0.482
5764;0.482
5765;0.482
587;0.482
5773;0.482
5774;0.482
5775;0.482
5776;1.927
5777;1.927
5778;2.409
5779;2.89
5780;2.89
5781;2.89
5782;2.409
5783;2.89
5784;1.927
5785;1.927
5786;2.409
5787;2.89
5788;2.89
5789;2.89
5790;2.89
5791;2.89
5792;2.89
5793;2.409
5794;1.927
5811;0.482
5812;0.482
5813;0.482
5814;0.482
5815;0.482
5816;0.482
5817;0.482
5818;0.482
5825;0.482
5826;0.482
5827;0.482
5828;0.482
5829;0.482
5830;0.482
5831;0.482
5832;0.482
5864;1.445
5865;1.445
5866;1.445
5867;3.372
5868;4.336
5869;4.336
5870;4.336
5871;4.336
5872;3.372
5873;3.372
5874;3.372
5875;1.927
5876;1.445
5877;0.963
5878;0.963
5879;0.963
5880;0.963
5881;0.482
5882;0.482
5890;0.482
5891;0.482
5892;0.482
5893;0.482
5894;0.482
5895;0.482
5896;0.482
5897;0.482
5899;0.963
5900;0.963
5901;0.963
5902;0.963
5903;0.482
5904;0.963
5905;0.963
5906;0.963
5907;0.963
5908;0.963
5909;0.963
5910;0.963
5911;0.963
5912;0.963
5913;0.482
5914;0.482
5915;0.482
5945;0.482
5946;0.482
5947;0.482
5948;0.482
5949;0.482
5950;0.482
5951;0.963
5952;0.963
5953;0.963
5954;0.482
5955;0.482
5956;0.482
5957;0.963
5958;0.963
5959;1.927
5960;1.927
5961;1.445
5962;1.445
5963;1.927
5964;1.927
5965;1.445
5966;1.927
5967;1.927
5968;1.445
5969;1.927
5970;1.927
5971;2.409
5972;1.927
5973;1.445
5974;0.963
5975;0.963
5976;0.963
5977;0.482
5978;1.445
5979;1.927
5980;1.445
5981;1.927
5982;2.89
5983;2.89
5984;3.372
5985;3.372
5986;1.927
5987;1.445
5988;1.445
5989;1.445
5990;0.963
5991;0.482
5992;0.482
5993;0.482
5994;0.482
5995;0.482
6047;2.409
6048;2.409
6049;2.409
6050;2.409
6051;2.409
6052;2.409
6053;2.409
6054;2.409
6055;0.963
6056;0.482
6065;0.482
6066;0.482
6067;0.482
6068;0.482
6069;0.482
6070;0.482
6071;0.482
6072;0.482
6074;0.482
6075;0.482
6076;0.482
6077;0.482
6078;0.482
6079;0.482
6080;0.482
6081;0.482
6084;0.482
6085;0.482
6086;0.963
6087;0.963
6088;1.445
6089;1.445
6090;1.445
6091;1.927
6092;1.445
6093;0.963
6094;0.482
6115;0.482
6116;0.482
6117;0.482
6118;0.482
6119;0.482
6120;0.482
6121;0.482
6122;0.482
6126;0.482
6127;0.482
6128;0.482
6129;0.482
6130;0.482
6131;0.482
6132;0.482
6133;0.482
6134;1.445
6135;1.445
6136;1.445
6137;1.445
6138;1.445
6139;1.445
6140;1.927
6141;1.927
6142;0.963
6143;0.963
6144;0.482
6145;0.963
6146;0.963
6147;0.963
6148;0.963
6149;0.482
6150;0.482
6151;0.482
6152;0.482
6155;0.482
6156;0.482
6157;0.482
6158;0.482
6159;0.482
6160;0.482
6161;0.482
6162;0.482
6199;0.963
6200;0.963
6201;0.963
6202;0.963
6203;0.963
6204;1.445
6205;1.445
6206;1.445
6207;0.482
6208;0.482
6209;0.482
6210;0.482
6211;0.482
6223;0.482
6224;0.963
6225;0.963
6226;0.963
6227;0.963
6228;0.963
6229;0.963
6230;0.963
6231;0.482
6239;0.482
6240;0.482
6241;0.482
6242;0.482
6243;0.482
6244;0.482
6245;0.963
6246;0.963
6247;0.482
6248;0.963
6249;0.963
6250;0.963
6251;0.963
6252;0.963
6253;0.482
6254;0.482
6255;0.482
6256;0.963
6257;0.963
6258;0.963
6259;0.963
6260;0.963
6261;0.482
6262;0.482
6263;0.482
6278;0.482
6279;0.482
6280;0.482
6281;0.482
6282;0.482
6283;0.482
6284;0.482
6285;0.482
6317;0.482
6318;0.482
6319;0.482
6320;0.482
6321;0.482
18;0.482
6322;0.482
6323;0.482
6324;0.482
6325;0.482
6326;0.482
6327;0.482
6328;0.482
6329;0.482
6330;0.482
6331;0.482
6332;0.482
6333;0.482
6334;0.482
6371;0.482
6372;0.482
6373;0.963
6374;0.963
6375;0.963
6376;0.963
6377;0.963
6378;0.963
6379;0.482
6380;0.482
6381;0.482
